id_producto,id_proveedor,precio_compra
3977,1,11.66
3978,16,39.00
3978,1,38.76
3978,3,43.04
3979,1,38.03
3979,226,38.81
3979,2,39.28
3979,183,41.99
3980,18,7.92
3980,4,11.24
3981,10,4.77
3981,4,4.50
3982,5,137.59
3983,1,11.61
3983,2,14.72
3983,5,13.59
3984,43,12.98
3985,1,61.29
3985,3,66.44
3986,13,18.40
3987,411,7.86
3988,4,10.50
3988,5,10.29
3989,9,10.43
3989,29,11.49
3990,1,17.83
3991,108,13.08
3991,46,13.80
3992,138,25.24
3993,86,16.69
3994,4,8.64
3994,14,9.07
3995,1,8.83
3995,125,8.51
3996,17,17.35
3997,409,36.41
3997,4,39.42
3997,7,34.53
3998,116,7.86
3998,101,5.62
3999,1,36.36
3999,165,33.34
4000,125,4.09
4001,1,10.64
4001,44,8.33
4001,4,8.61
4002,3,23.02
4002,38,32.40
4003,19,183.15
4004,2,9.99
4005,108,18.59
4006,416,83.72
4006,83,81.10
4006,4,95.14
4007,93,14.85
4008,169,7.93
4008,3,8.42
4009,65,36.49
4009,1,37.96
4010,48,8.72
4010,137,8.90
4011,2,32.93
4011,3,27.06
4011,151,23.19
4012,1,17.45
4012,279,20.59
4013,1,3.60
4013,68,4.16
4013,9,4.60
4013,203,4.41
4013,22,3.48
4014,238,9.12
4014,7,8.27
4015,2,21.89
4015,3,27.55
4015,12,22.76
4016,497,42.03
4016,271,41.59
4017,142,6.84
4018,3,18.56
4018,31,22.03
4019,489,29.73
4019,2,20.88
4020,1,67.33
4020,2,59.83
4021,1,6.33
4021,2,9.92
4022,2,3.72
4023,7,58.96
4024,2,14.51
4024,133,16.96
4025,24,4.34
4025,73,3.52
4026,129,22.74
4026,2,18.43
4027,63,19.30
4028,1,6.52
4028,27,6.87
4029,20,26.11
4030,32,15.97
4031,17,22.38
4031,2,20.86
4032,1,5.41
4033,1,8.73
4033,2,11.43
4034,1,68.55
4035,17,10.04
4035,3,9.10
4036,1,46.72
4036,79,44.23
4037,1,9.50
4037,58,9.54
4038,26,10.97
4038,12,10.62
4039,1,21.69
4039,2,20.96
4040,311,30.49
4041,366,5.18
4042,8,6.09
4042,2,9.32
4043,1,27.82
4044,19,24.39
4044,3,26.11
4044,285,16.87
4044,6,25.62
4045,3,10.38
4045,6,16.48
4046,148,27.41
4047,1,17.23
4047,2,13.91
4048,4,31.02
4049,1,68.09
4049,419,64.48
4049,6,85.31
4050,28,28.33
4050,29,40.95
4051,137,8.37
4051,2,8.22
4051,1,7.50
4051,7,8.62
4052,1,17.78
4052,170,20.48
4053,8,7.64
4053,1,6.80
4053,2,6.47
4054,1,7.97
4054,17,11.15
4055,78,5.52
4056,2,22.60
4056,60,27.46
4057,3,19.98
4057,12,18.21
4057,349,15.37
4057,38,17.15
4058,3,14.36
4059,1,69.89
4059,2,76.30
4060,2,21.05
4061,9,32.16
4061,14,21.38
4062,19,202.65
4062,253,181.39
4063,2,15.67
4063,35,14.02
4063,13,22.91
4063,60,14.06
4063,61,16.89
4064,1,11.54
4064,3,11.02
4065,7,48.80
4065,81,38.84
4065,209,30.05
4065,25,46.15
4065,317,37.11
4066,2,4.28
4066,3,4.70
4067,1,5.02
4068,29,9.46
4068,7,8.03
4069,256,4.46
4069,4,5.55
4070,3,19.03
4070,1,17.57
4070,19,17.79
4071,9,15.61
4071,27,16.17
4072,1,32.05
4072,7,41.09
4073,1,48.83
4074,33,18.75
4074,12,14.96
4075,16,47.49
4075,1,35.95
4075,4,37.12
4076,2,21.20
4076,3,27.08
4076,5,19.43
4076,498,19.27
4076,61,19.73
4077,40,11.01
4078,5,13.91
4078,78,14.31
4078,16,16.19
4078,147,14.46
4078,118,15.08
4079,40,13.89
4079,1,16.90
4079,13,14.03
4079,7,12.66
4080,437,9.46
4080,15,10.03
4081,153,5.34
4081,10,5.23
4081,79,6.05
4082,16,15.31
4082,1,15.77
4082,2,15.59
4082,35,20.88
4083,1,42.65
4083,212,46.56
4083,6,34.57
4084,58,8.08
4084,11,7.74
4085,3,7.21
4085,68,7.05
4086,22,20.33
4087,2,14.36
4088,9,41.45
4088,2,44.38
4089,1,21.21
4089,125,16.03
4090,1,14.15
4090,58,16.73
4090,172,13.67
4090,15,14.73
4091,13,2.20
4091,139,2.60
4091,29,3.45
4092,48,6.99
4092,1,6.58
4092,4,5.79
4093,17,9.03
4093,1,7.11
4094,238,1.78
4095,1,33.14
4095,2,27.17
4096,1,31.95
4096,2,30.69
4096,3,26.54
4096,429,40.12
4096,117,34.12
4097,1,9.30
4097,3,8.97
4098,265,7.47
4098,66,6.48
4098,119,8.51
4098,31,7.58
4099,1,5.24
4099,2,4.67
4100,33,14.97
4100,1,19.67
4100,427,18.08
4100,210,17.36
4100,122,16.56
4101,84,25.38
4102,12,3.52
4103,2,16.93
4103,86,21.73
4104,1,25.89
4105,1,13.90
4105,3,18.59
4105,4,14.80
4105,6,17.26
4105,308,16.26
4106,234,62.41
4107,53,31.78
4108,8,11.42
4108,1,15.99
4108,19,10.56
4109,20,66.00
4110,6,5.64
4111,8,23.04
4111,20,19.97
4112,1,71.18
4112,6,76.79
4113,67,24.58
4113,19,21.04
4114,1,15.68
4114,74,14.27
4114,2,21.40
4115,6,7.40
4116,1,54.04
4116,3,37.22
4116,202,44.13
4116,15,49.44
4116,93,32.76
4117,114,55.32
4118,8,44.43
4118,1,28.41
4118,10,44.10
4118,6,40.87
4119,19,24.31
4119,3,27.04
4120,5,17.89
4120,183,14.28
4121,1,10.76
4122,51,73.92
4123,131,7.61
4123,7,7.95
4123,6,5.59
4123,23,8.52
4124,1,8.42
4124,12,10.89
4125,1,38.66
4125,3,28.10
4125,40,34.32
4125,141,45.22
4125,147,38.33
4126,42,58.82
4127,3,60.72
4128,8,2.14
4128,1,2.53
4128,107,2.45
4129,337,49.27
4129,1,32.24
4130,9,143.32
4131,4,29.14
4131,21,38.41
4132,17,8.52
4133,5,51.05
4134,1,50.65
4134,2,51.89
4134,5,56.37
4134,333,57.81
4134,91,37.72
4135,2,21.97
4136,2,31.36
4137,368,18.35
4137,88,14.69
4138,1,40.65
4138,3,35.55
4138,4,32.67
4138,6,32.12
4138,283,29.95
4139,9,32.33
4139,1,32.55
4140,9,14.07
4140,5,17.97
4141,32,8.27
4141,33,12.58
4141,1,7.72
4141,5,7.59
4141,496,10.04
4142,3,21.23
4142,7,22.58
4142,4,19.33
4142,15,20.24
4143,2,26.76
4143,4,29.23
4144,124,25.18
4144,5,18.39
4145,16,8.68
4145,1,8.24
4146,17,3.89
4146,2,4.81
4146,25,6.38
4147,1,18.64
4147,82,23.29
4147,306,26.19
4148,1,25.76
4148,2,26.89
4149,216,18.18
4150,1,217.76
4151,11,83.03
4151,46,76.87
4152,1,30.12
4152,2,29.82
4153,3,14.12
4153,94,13.85
4154,38,37.01
4154,31,22.25
4155,13,59.87
4156,1,26.20
4156,2,20.14
4157,32,129.99
4157,14,94.92
4158,1,8.34
4158,2,13.44
4158,11,9.93
4159,1,39.84
4159,7,29.98
4160,2,13.99
4161,1,27.60
4161,2,30.57
4161,48,26.11
4161,243,24.69
4161,84,22.54
4162,32,15.13
4162,1,13.43
4162,379,15.58
4163,2,18.79
4163,108,23.71
4163,29,21.25
4164,2,11.69
4164,4,11.11
4165,1,262.69
4165,91,198.75
4165,29,189.74
4165,49,229.96
4166,58,4.26
4166,15,6.21
4167,1,11.36
4168,475,27.47
4169,59,15.60
4169,107,11.69
4170,2,22.80
4170,12,23.02
4171,13,10.42
4171,119,9.88
4172,1,171.93
4172,3,137.06
4173,1,20.51
4173,3,14.61
4174,1,108.44
4174,225,103.86
4175,1,33.46
4176,1,34.59
4176,21,27.37
4177,1,12.76
4178,8,10.05
4178,13,11.66
4178,5,6.95
4179,184,3.67
4179,50,4.29
4179,301,4.72
4179,342,4.34
4180,1,32.91
4180,252,20.88
4180,85,22.33
4180,47,22.00
4181,1,24.53
4181,30,16.39
4182,1,42.16
4183,8,40.25
4183,4,30.95
4183,76,36.19
4184,9,16.34
4184,19,14.72
4185,1,67.97
4185,37,58.80
4186,1,12.90
4186,4,11.89
4187,1,20.23
4187,5,23.37
4187,14,22.34
4188,2,37.37
4188,29,31.29
4189,18,4.82
4190,1,83.29
4191,1,19.92
4191,2,14.70
4191,14,22.44
4191,313,15.48
4192,7,25.55
4193,1,5.34
4194,168,18.71
4194,18,17.52
4195,37,15.92
4196,16,30.39
4196,172,32.81
4197,8,23.90
4197,3,20.20
4198,9,15.31
4198,122,16.27
4198,23,17.24
4198,327,21.79
4199,12,35.95
4200,358,21.26
4200,71,20.32
4200,7,16.74
4200,13,20.01
4200,49,18.05
4201,1,4.07
4201,2,2.87
4202,73,14.14
4202,67,22.05
4203,17,12.79
4204,1,14.13
4204,3,15.62
4205,9,59.74
4205,10,93.61
4206,1,25.69
4206,2,31.70
4206,329,26.59
4206,44,33.93
4206,57,39.64
4207,4,18.46
4208,2,18.12
4208,284,14.41
4209,108,42.64
4210,1,44.51
4210,2,42.13
4210,4,36.11
4210,7,45.08
4211,448,13.79
4211,2,8.56
4211,70,13.02
4211,47,13.64
4211,145,9.21
4212,3,80.41
4212,4,73.39
4213,382,2.02
4214,1,41.81
4214,117,26.46
4215,1,25.01
4215,175,28.44
4216,1,10.84
4217,1,19.37
4217,2,26.93
4217,3,24.11
4217,422,28.84
4218,1,85.15
4218,3,110.56
4219,2,14.72
4219,1,9.61
4219,450,12.40
4219,3,14.65
4220,127,35.41
4220,47,23.60
4221,64,29.77
4221,1,27.91
4221,3,22.70
4221,160,24.28
4222,2,33.18
4222,66,39.12
4222,14,47.48
4222,7,41.54
4223,1,14.43
4223,3,14.97
4224,1,26.87
4224,12,38.07
4224,7,37.88
4225,10,33.36
4226,1,11.55
4226,2,12.50
4226,31,10.17
4227,4,9.07
4228,17,8.37
4229,8,11.10
4230,6,26.01
4231,1,9.51
4231,102,6.98
4231,203,8.75
4231,19,8.26
4231,147,10.75
4232,2,6.04
4232,3,5.78
4232,422,4.36
4233,1,134.02
4234,1,21.72
4234,418,21.97
4234,5,20.17
4234,16,21.49
4234,23,24.83
4235,96,2.79
4235,1,1.98
4235,2,2.26
4235,46,2.13
4235,25,2.05
4236,1,5.49
4236,5,4.99
4237,1,12.61
4237,12,11.56
4238,3,26.00
4239,3,29.99
4239,389,24.80
4240,1,6.18
4240,12,5.02
4240,9,5.89
4241,113,18.05
4242,3,22.91
4242,350,23.82
4243,106,36.66
4243,147,41.36
4244,2,45.84
4245,1,30.69
4245,11,22.39
4245,60,26.44
4245,13,23.81
4246,1,6.38
4246,4,4.86
4246,9,5.97
4247,1,12.09
4247,99,9.52
4248,1,10.29
4248,19,14.44
4249,41,14.25
4249,10,11.31
4249,1,16.47
4250,1,34.32
4250,5,41.83
4251,1,17.13
4252,1,20.77
4252,19,19.07
4252,4,13.50
4252,135,17.82
4253,73,17.41
4254,9,19.52
4254,156,19.20
4254,5,19.91
4255,1,76.67
4256,1,26.39
4256,135,29.09
4257,128,45.04
4257,1,47.21
4257,7,51.03
4258,5,24.57
4259,5,36.29
4260,1,12.65
4260,6,11.66
4261,2,11.53
4261,4,10.00
4261,15,11.00
4262,1,2.51
4262,2,2.14
4262,14,1.68
4262,15,2.02
4262,20,1.99
4263,110,19.75
4264,4,3.69
4264,6,5.85
4265,1,5.84
4266,2,34.28
4266,6,37.19
4267,59,21.87
4267,103,20.09
4268,1,8.71
4268,61,9.12
4269,17,11.31
4269,2,13.43
4270,334,8.92
4271,1,23.23
4271,7,20.07
4272,2,7.80
4272,4,9.37
4273,1,51.37
4273,2,62.89
4273,4,53.52
4274,1,41.96
4274,2,27.05
4274,166,33.66
4275,1,8.72
4275,373,7.33
4275,9,11.99
4275,23,11.45
4276,1,15.27
4277,1,3.28
4277,69,4.84
4277,74,3.71
4277,45,5.11
4277,156,5.03
4278,3,24.75
4279,64,32.20
4280,113,2.55
4280,30,3.01
4281,1,13.26
4281,66,14.10
4281,44,14.67
4282,1,35.40
4282,2,31.58
4282,6,21.82
4282,14,32.92
4282,15,24.85
4283,1,18.54
4283,6,23.06
4283,111,25.22
4284,1,145.38
4284,12,162.12
4285,1,21.61
4285,44,16.98
4286,1,13.04
4286,4,10.80
4287,6,34.38
4288,19,99.15
4288,4,96.49
4288,78,100.53
4289,4,50.31
4289,101,49.27
4290,10,4.30
4290,61,6.56
4291,1,9.39
4291,12,11.02
4292,65,3.85
4292,4,3.73
4293,1,10.09
4293,2,10.30
4293,30,14.96
4293,25,10.74
4294,120,7.26
4294,62,7.58
4295,19,40.43
4295,4,47.43
4295,14,36.15
4296,1,17.77
4296,2,17.77
4296,425,14.37
4296,5,17.87
4297,48,9.86
4297,1,7.31
4297,4,9.82
4297,383,10.65
4298,47,13.98
4299,6,20.72
4300,148,18.74
4301,150,24.88
4302,1,30.47
4303,11,2.23
4303,3,2.83
4304,364,34.47
4305,31,12.71
4306,1,37.35
4307,154,15.38
4308,1,4.72
4308,6,5.15
4309,25,76.28
4310,1,19.16
4310,2,17.56
4310,9,13.17
4311,1,3.90
4311,6,4.44
4311,111,5.90
4312,3,15.32
4313,17,13.05
4314,26,56.61
4314,4,44.37
4315,19,20.62
4316,1,3.01
4317,97,8.45
4317,1,6.48
4318,1,15.88
4319,162,76.81
4319,229,55.72
4319,39,55.00
4319,15,62.39
4319,16,57.66
4320,34,18.90
4320,3,19.76
4320,4,20.28
4320,5,15.95
4320,27,20.77
4321,1,131.93
4322,34,22.83
4322,211,21.78
4323,34,25.61
4323,51,36.33
4324,1,5.18
4324,2,4.98
4324,38,5.30
4324,20,5.22
4324,252,7.13
4325,8,22.58
4326,1,9.13
4326,250,7.21
4327,1,5.70
4327,71,4.57
4327,105,3.84
4327,15,5.24
4327,57,4.40
4328,78,35.85
4329,3,10.10
4330,3,36.23
4331,12,65.19
4331,111,53.21
4331,53,77.10
4331,439,57.00
4331,155,73.90
4332,185,1.75
4332,7,2.67
4332,143,2.25
4333,1,17.24
4333,2,19.08
4334,194,10.41
4334,3,9.01
4334,105,7.40
4334,26,9.13
4334,29,6.69
4335,5,14.99
4336,1,11.12
4337,7,24.47
4338,2,14.33
4338,13,13.10
4339,8,72.88
4340,1,24.26
4341,1,3.04
4341,2,2.91
4342,20,10.74
4343,1,9.23
4343,2,10.27
4343,35,11.57
4343,7,11.34
4343,234,11.47
4344,4,33.79
4345,1,17.56
4345,3,20.70
4345,13,13.84
4345,15,13.99
4346,171,18.12
4347,1,13.88
4347,294,19.53
4348,1,9.64
4348,35,11.22
4349,1,18.80
4350,144,4.16
4350,2,3.48
4351,1,9.10
4351,295,13.34
4351,7,12.34
4352,2,46.45
4352,3,38.07
4353,2,2.74
4354,1,54.09
4354,7,53.22
4355,1,22.97
4355,2,15.12
4356,1,9.36
4357,9,20.56
4357,6,22.72
4358,1,33.28
4359,1,54.52
4360,1,31.36
4361,236,23.63
4361,5,30.50
4362,2,54.32
4362,4,46.38
4363,2,39.88
4363,6,44.22
4364,1,14.84
4364,10,12.91
4365,188,7.99
4366,1,55.54
4366,15,52.82
4367,4,20.55
4367,5,14.04
4367,55,19.27
4367,184,16.01
4367,95,14.19
4368,1,20.25
4369,1,23.71
4370,300,36.76
4370,342,32.54
4371,4,6.41
4372,1,11.89
4373,1,5.64
4373,17,4.12
4374,2,13.87
4374,19,16.94
4375,49,5.08
4375,2,7.07
4375,42,5.60
4376,49,105.16
4376,1,95.32
4377,1,6.75
4377,2,5.71
4378,5,15.86
4378,6,17.62
4379,48,25.51
4379,66,26.88
4379,63,33.81
4380,80,88.35
4380,3,74.85
4381,449,17.27
4382,3,4.50
4383,11,19.30
4384,124,4.49
4385,1,53.21
4385,199,36.53
4386,3,7.33
4386,228,7.30
4386,12,10.85
4386,82,10.31
4386,57,8.27
4387,1,29.49
4387,2,33.71
4387,351,28.80
4388,169,26.48
4389,2,28.41
4389,175,44.89
4390,8,12.81
4390,3,15.75
4390,5,14.97
4391,2,48.96
4391,5,35.19
4391,6,43.12
4391,15,31.76
4391,154,38.22
4392,215,18.79
4393,140,32.02
4394,27,16.19
4394,4,10.70
4395,1,76.53
4396,117,33.59
4397,5,27.89
4397,471,36.01
4398,15,10.21
4399,49,104.73
4399,6,115.31
4400,322,13.32
4400,3,14.62
4400,172,14.25
4401,6,9.12
4402,87,24.10
4403,74,3.22
4403,7,4.07
4404,16,3.35
4404,1,3.85
4404,354,3.72
4404,408,4.42
4405,1,35.77
4405,3,36.17
4405,4,43.42
4406,182,31.88
4407,1,24.12
4407,27,22.64
4408,8,13.42
4408,1,12.93
4408,12,14.11
4409,286,29.18
4410,8,29.65
4411,57,7.87
4411,470,9.37
4412,2,9.37
4413,50,5.97
4413,4,7.65
4414,1,16.25
4414,36,16.92
4414,15,15.50
4415,384,12.48
4415,94,9.53
4416,8,5.20
4416,1,8.06
4416,19,5.11
4416,4,6.50
4417,1,56.29
4418,1,13.43
4418,6,9.85
4419,1,78.96
4419,115,79.49
4419,28,59.77
4419,15,69.51
4420,36,2.20
4421,1,17.19
4421,132,19.33
4421,14,22.47
4422,4,11.83
4423,1,19.29
4423,12,27.95
4423,6,21.11
4424,1,47.72
4424,405,72.91
4425,16,17.29
4425,1,20.78
4426,1,11.03
4426,5,12.31
4427,1,26.61
4427,2,24.89
4427,133,19.54
4427,70,23.83
4427,59,27.38
4428,20,34.72
4429,18,20.69
4429,6,28.41
4430,12,5.62
4431,1,87.03
4432,1,24.78
4432,2,28.62
4432,218,17.91
4432,20,21.69
4432,282,25.59
4433,201,3.02
4433,6,3.18
4433,1,2.72
4434,1,92.05
4434,3,142.37
4435,1,36.29
4435,4,33.65
4436,1,17.96
4437,2,30.58
4438,1,24.03
4438,4,22.34
4438,38,18.86
4439,5,32.11
4440,1,8.00
4441,11,52.59
4442,1,65.15
4443,1,6.90
4443,28,6.73
4443,25,9.34
4443,7,7.19
4444,9,8.39
4444,2,8.98
4445,1,69.69
4445,5,72.29
4445,9,72.07
4446,1,10.89
4446,20,11.09
4446,28,9.53
4447,1,85.44
4448,16,17.35
4448,7,20.57
4449,32,13.49
4450,1,20.41
4450,3,25.03
4450,9,23.12
4450,22,22.21
4450,122,20.83
4451,1,52.62
4451,2,58.42
4451,476,51.13
4452,250,31.33
4453,200,14.87
4453,58,19.31
4453,19,23.40
4453,34,18.39
4454,1,8.48
4454,2,8.94
4454,60,10.40
4455,1,10.74
4455,6,11.75
4456,10,5.21
4456,2,5.65
4457,1,24.46
4457,2,31.63
4457,5,22.03
4457,17,24.70
4457,22,31.45
4458,9,35.02
4458,258,41.02
4459,383,33.52
4460,10,11.06
4461,1,5.29
4461,50,7.59
4461,2,7.51
4461,4,6.97
4462,33,21.19
4462,4,21.85
4463,446,2.85
4463,14,2.29
4464,25,31.46
4465,3,27.15
4466,83,8.10
4467,19,5.08
4467,5,4.99
4468,8,34.53
4468,1,28.20
4468,2,35.50
4469,1,19.80
4469,3,28.90
4469,5,19.84
4469,139,29.28
4469,17,20.27
4470,58,64.58
4470,2,83.37
4471,61,14.18
4471,21,11.91
4472,64,49.17
4472,1,52.78
4472,19,46.91
4472,54,49.93
4473,3,16.72
4473,132,20.07
4474,74,30.61
4474,2,25.82
4475,1,17.12
4476,3,10.29
4477,1,64.00
4478,6,40.62
4479,22,10.37
4480,1,4.46
4480,11,4.05
4481,12,9.97
4481,5,9.98
4482,172,4.67
4482,36,6.39
4482,101,4.03
4483,1,7.90
4483,3,12.65
4483,4,12.48
4483,5,10.50
4483,6,9.91
4484,1,27.63
4484,45,20.18
4485,425,35.36
4485,11,55.63
4486,15,12.94
4487,19,31.45
4488,2,22.54
4489,84,41.66
4490,2,26.74
4490,14,22.12
4491,1,138.68
4491,3,129.74
4491,10,114.91
4491,14,140.23
4491,90,144.11
4492,1,5.67
4493,17,122.68
4493,273,111.15
4494,1,23.01
4494,23,18.34
4495,1,4.20
4495,2,5.92
4495,12,6.41
4496,34,7.13
4497,75,24.69
4498,1,19.20
4499,164,262.32
4500,1,35.13
4500,2,22.97
4500,67,33.15
4500,3,24.76
4500,37,31.85
4501,1,38.84
4502,1,20.42
4502,2,24.52
4502,3,22.29
4502,13,21.36
4502,146,20.55
4503,275,9.40
4504,1,30.15
4504,6,25.28
4504,39,29.65
4504,11,20.33
4504,29,26.05
4505,19,5.68
4505,5,6.70
4506,10,110.97
4506,5,164.81
4507,120,7.76
4507,1,8.12
4507,359,5.30
4508,36,27.29
4509,8,14.02
4509,89,14.95
4510,1,6.56
4511,1,13.42
4511,142,13.68
4511,22,9.34
4512,2,5.73
4512,3,6.47
4513,17,13.77
4513,1,13.02
4514,1,30.68
4514,339,31.10
4514,4,39.74
4515,1,16.40
4515,83,10.27
4515,5,11.25
4516,1,26.16
4516,165,33.91
4517,26,46.25
4518,1,15.55
4519,1,9.25
4520,24,9.58
4520,85,10.17
4521,2,21.32
4521,5,19.00
4522,1,76.88
4522,3,93.75
4523,3,46.20
4523,11,39.05
4523,6,35.46
4524,5,54.97
4525,338,23.64
4525,2,29.71
4526,32,6.77
4527,4,13.77
4527,28,17.43
4528,2,32.37
4528,21,31.96
4529,27,5.85
4529,69,5.40
4530,104,64.63
4530,1,64.97
4530,24,73.17
4531,138,59.77
4531,2,69.31
4532,147,64.22
4532,4,39.83
4533,1,11.91
4533,5,8.03
4534,1,35.25
4534,5,28.49
4535,1,7.75
4536,1,27.77
4536,5,40.35
4537,2,22.05
4538,1,12.70
4538,2,17.10
4539,21,21.03
4540,476,12.35
4540,4,12.26
4541,40,44.39
4541,112,46.82
4542,23,21.08
4543,1,6.59
4543,46,4.39
4544,146,67.87
4545,25,76.27
4545,1,99.16
4546,1,10.48
4547,1,33.97
4547,2,30.86
4547,7,50.91
4548,50,32.52
4548,18,33.80
4549,2,12.07
4550,5,16.25
4551,8,31.17
4551,201,26.69
4551,13,24.23
4551,22,20.59
4551,127,27.71
4552,464,20.46
4552,1,13.85
4553,8,37.81
4553,1,29.23
4554,1,13.47
4554,414,14.90
4555,1,34.92
4555,2,30.30
4555,4,29.40
4555,18,26.76
4555,19,38.88
4556,1,15.50
4556,2,20.49
4556,3,22.10
4556,236,21.95
4556,343,20.09
4557,1,4.69
4557,3,3.46
4557,74,3.79
4557,78,3.38
4557,183,4.71
4558,9,169.25
4558,7,174.66
4559,9,17.88
4560,8,117.76
4561,16,14.77
4561,3,12.46
4562,52,46.16
4563,5,14.82
4564,21,23.53
4565,2,110.65
4566,33,8.06
4566,10,6.91
4567,9,40.74
4567,14,54.39
4568,1,41.64
4568,20,40.65
4569,2,63.92
4569,5,68.38
4570,1,18.36
4571,1,41.50
4571,27,28.02
4572,1,13.20
4572,2,11.60
4573,20,7.64
4573,6,9.76
4574,17,4.57
4574,179,5.59
4574,353,6.92
4575,103,13.19
4576,4,9.10
4577,1,13.09
4577,2,13.23
4577,127,12.28
4577,87,11.54
4578,7,33.31
4579,17,77.48
4580,2,25.42
4581,2,60.29
4582,136,2.80
4582,1,2.31
4582,2,2.77
4582,164,2.07
4583,33,24.57
4583,418,20.46
4583,243,32.74
4584,12,3.24
4584,23,4.54
4585,107,9.42
4585,4,9.94
4586,491,33.43
4586,37,29.54
4587,5,19.59
4588,1,13.54
4588,13,15.33
4589,1,15.41
4589,58,15.92
4589,4,19.54
4590,8,7.65
4591,65,128.96
4591,1,131.07
4591,4,142.72
4591,7,170.99
4591,43,194.26
4592,1,10.19
4593,3,16.27
4594,25,15.99
4595,1,48.49
4595,66,48.99
4595,2,44.32
4595,6,53.07
4596,4,158.66
4596,165,132.75
4597,64,33.01
4597,6,23.87
4597,12,26.16
4597,80,23.76
4597,49,28.93
4598,5,46.86
4599,89,11.53
4599,1,9.65
4599,40,12.26
4599,6,11.37
4600,1,16.88
4600,4,18.15
4601,1,90.99
4601,62,66.93
4602,5,38.41
4603,3,12.55
4603,70,13.28
4604,168,71.49
4605,270,18.43
4606,12,45.32
4606,5,30.74
4607,15,15.75
4608,2,13.97
4608,4,22.21
4608,58,20.69
4609,418,5.95
4609,76,3.95
4610,25,23.76
4611,1,11.80
4612,1,16.79
4613,1,12.73
4613,2,14.88
4613,6,12.95
4613,7,11.15
4613,12,14.49
4614,3,33.60
4615,16,37.01
4615,43,37.20
4615,3,34.60
4615,4,32.72
4616,338,75.33
4617,81,16.32
4618,3,40.38
4618,12,36.28
4618,54,37.85
4618,7,32.91
4619,88,6.06
4619,5,8.06
4620,2,22.74
4620,61,26.32
4621,5,26.98
4621,6,25.33
4622,107,10.56
4623,1,14.99
4623,2,14.86
4623,14,9.28
4624,8,44.60
4625,11,18.03
4625,252,12.90
4626,1,11.92
4626,6,12.56
4627,1,14.87
4628,1,8.96
4628,28,11.34
4629,1,3.94
4630,3,9.34
4630,308,13.30
4630,6,10.51
4631,360,52.22
4632,3,73.59
4632,6,112.14
4633,1,18.46
4633,78,25.98
4634,56,18.18
4634,1,17.98
4635,472,17.19
4636,2,6.69
4636,38,7.67
4637,55,36.47
4638,2,22.62
4638,306,22.51
4639,3,19.31
4639,6,18.47
4640,275,4.19
4641,5,10.11
4642,1,15.68
4642,18,18.59
4643,33,22.40
4643,3,27.75
4644,3,19.54
4645,1,68.14
4645,21,67.49
4646,5,23.94
4646,141,21.56
4647,1,27.88
4647,4,20.30
4648,2,26.63
4648,3,24.54
4649,2,42.41
4649,5,37.01
4649,43,34.53
4649,175,31.77
4649,18,38.04
4650,144,16.59
4651,143,12.49
4651,30,10.38
4651,14,10.10
4652,1,21.41
4652,20,22.87
4653,125,6.25
4654,8,18.12
4654,1,21.25
4655,195,45.93
4655,6,41.14
4656,439,10.06
4657,4,11.91
4657,6,10.30
4658,70,19.82
4659,33,19.73
4659,148,20.32
4659,1,15.72
4659,367,22.16
4660,4,43.55
4661,1,40.49
4662,1,3.57
4662,460,3.45
4663,63,15.61
4663,7,10.25
4664,2,15.45
4664,4,17.71
4664,49,22.21
4664,24,21.63
4664,26,21.34
4665,72,16.17
4665,1,11.56
4666,59,18.34
4666,12,12.16
4666,94,17.10
4666,111,12.56
4667,10,7.86
4667,3,5.45
4668,63,20.47
4669,17,66.50
4670,11,10.62
4670,1,11.78
4670,2,12.67
4670,3,12.97
4671,263,27.40
4671,63,29.83
4672,1,63.76
4673,11,22.85
4673,158,17.68
4674,209,4.97
4675,125,14.34
4676,1,38.27
4677,376,59.39
4678,4,69.97
4679,2,7.88
4679,45,7.68
4680,1,21.42
4681,147,59.27
4682,1,15.66
4682,34,14.41
4682,6,19.90
4682,10,13.37
4682,25,14.05
4683,1,13.60
4683,12,13.88
4684,1,24.93
4684,185,22.89
4684,15,19.79
4685,24,6.39
4685,11,8.19
4686,16,30.12
4686,1,20.26
4687,1,17.37
4687,22,16.95
4688,3,19.73
4688,5,19.01
4688,6,15.38
4689,33,36.59
4689,68,30.05
4690,90,7.32
4691,433,18.43
4691,31,19.74
4692,499,8.59
4693,1,144.49
4693,18,94.83
4694,2,10.49
4694,3,15.75
4695,93,13.88
4695,54,13.12
4695,14,18.68
4696,1,15.96
4696,2,14.71
4696,13,16.53
4697,24,20.66
4697,18,18.29
4698,1,9.45
4698,2,9.21
4698,20,7.06
4698,478,6.99
4699,1,10.62
4699,3,14.68
4699,4,10.61
4699,7,10.99
4699,15,14.54
4700,2,23.48
4700,5,26.94
4700,73,24.24
4700,11,31.89
4700,12,29.08
4701,3,37.01
4702,5,2.87
4702,7,2.36
4702,11,2.71
4702,13,2.79
4702,47,2.96
4703,1,34.79
4703,3,34.62
4704,7,24.72
4705,1,8.80
4706,1,20.95
4706,43,15.64
4707,40,97.11
4707,242,134.06
4707,3,129.46
4708,20,9.01
4708,4,8.52
4709,6,85.25
4710,9,165.25
4710,2,191.18
4711,1,29.58
4711,14,39.70
4712,1,5.33
4712,2,4.59
4712,5,3.92
4712,139,3.68
